>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PBPA009_152MM_AP_100LBS.bulletDetonator changed in second object (was 0.025, is 0.005)
root.PASD008_Benson_1945.A_Hull_1938.armor.65629 changed in second object (was 12.0, is 19.0)
root.PASD008_Benson_1945.A_Hull_1938.maxRepairCost changed in second object (was 78000, is 0)
root.PASD008_Benson_1945.C_Hull_1944.fuelFee changed in second object (was 13000, is 75000)
root.PASD008_Benson_1945.C_Hull_1944.armor.131128 changed in second object (was 16.0, is 19.0)
root.PASD008_Benson_1945.C_Hull_1944.armor.65584 changed in second object (was 12.0, is 19.0)
root.PASD008_Benson_1945.C_Hull_1944.armor.65625 changed in second object (was 12.0, is 13.0)
root.PASD008_Benson_1945.C_Hull_1944.armor.65626 changed in second object (was 12.0, is 13.0)
root.PASD008_Benson_1945.C_Hull_1944.armor.65629 changed in second object (was 12.0, is 19.0)
root.PASD008_Benson_1945.C_Hull_1944.maxRepairCost changed in second object (was 78000, is 0)
root.PJSB707_Haruna.B_Hull_1941.fuelFee changed in second object (was 1500, is 11500)
root.PJSB707_Haruna.B_Hull_1941.maxRepairCost changed in second object (was 16000, is 0)
root.PJSB707_Haruna.C_Hull_1942.fuelFee changed in second object (was 1500, is 11500)
root.PJSB707_Haruna.C_Hull_1942.maxRepairCost changed in second object (was 16000, is 0)
root.PASC014_New_Orlean_1944.B_Hull_1944.fuelFee changed in second object (was 15000, is 75000)
root.PASC014_New_Orlean_1944.B_Hull_1944.maxRepairCost changed in second object (was 85000, is 0)
root.PASC014_New_Orlean_1944.A_Hull_1942.fuelFee changed in second object (was 15000, is 75000)
root.PASC014_New_Orlean_1944.A_Hull_1942.maxRepairCost changed in second object (was 85000, is 0)
root.PBSC105_Emerald.B2_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.B2_Torpedoes.HP_BGT_4.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.A_Hull.maxRepairCost changed in second object (was 13000, is 0)
root.PBSC105_Emerald.A_Hull.fuelFee changed in second object (was 1300, is 11500)
root.PBSC105_Emerald.A2_Torpedoes.HP_BGT_3.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.A2_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.A2_Torpedoes.HP_BGT_1.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.A2_Torpedoes.HP_BGT_4.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.A1_Torpedoes.HP_BGT_3.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.A1_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.A1_Torpedoes.HP_BGT_1.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.A1_Torpedoes.HP_BGT_4.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.B_Hull.fuelFee changed in second object (was 1300, is 11500)
root.PBSC105_Emerald.B_Hull.maxRepairCost changed in second object (was 13000, is 0)
root.PBSC105_Emerald.B1_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.B1_Torpedoes.HP_BGT_4.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC105_Emerald.AB_Engine.forwardEngineForsagMaxSpeed changed in second object (was 2.5, is 30.69)
root.PBSC105_Emerald.AB_Engine.backwardEngineForsagMaxSpeed changed in second object (was 2.5, is 5.0)
root.PBSC105_Emerald.AB_Engine.forwardEngineForsag changed in second object (was 2.5, is 1.75)
root.PBSC105_Emerald.ShipAbilities.AbilitySlot2.abils[4][0] changed in second object (was PCY007_SpeedBooster, is PCY006_SmokeGenerator)
root.PBSC105_Emerald.ShipAbilities.AbilitySlot2.abils[4][1] changed in second object (was UK_CL, is UK_Lvl_5)
root.PBSC105_Emerald.ShipAbilities.AbilitySlot2.abils[5][0] changed in second object (was PCY015_SpeedBoosterPremium, is PCY014_SmokeGeneratorPremium)
root.PBSC105_Emerald.ShipAbilities.AbilitySlot2.abils[5][1] changed in second object (was UK_CL_PREM, is UK_Lvl_5_Gold)
root.PASC007_Cleveland_1945.A_Hull_1943.fuelFee changed in second object (was 4000, is 23000)
root.PASC007_Cleveland_1945.A_Hull_1943.armor.65625 changed in second object (was 10.0, is 13.0)
root.PASC007_Cleveland_1945.A_Hull_1943.armor.65626 changed in second object (was 10.0, is 13.0)
root.PASC007_Cleveland_1945.A_Hull_1943.maxRepairCost changed in second object (was 30000, is 0)
root.PASC007_Cleveland_1945.B_Hull_1945.fuelFee changed in second object (was 4000, is 23000)
root.PASC007_Cleveland_1945.B_Hull_1945.armor.65625 changed in second object (was 10.0, is 13.0)
root.PASC007_Cleveland_1945.B_Hull_1945.armor.65626 changed in second object (was 10.0, is 13.0)
root.PASC007_Cleveland_1945.B_Hull_1945.maxRepairCost changed in second object (was 30000, is 0)
root.PJSD005_Mutsuki_1926.A_Hull_1926.fuelFee changed in second object (was 2900, is 23000)
root.PJSD005_Mutsuki_1926.A_Hull_1926.armor.65592 changed in second object (was 14.0, is 16.0)
root.PJSD005_Mutsuki_1926.A_Hull_1926.armor.65629 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.A_Hull_1926.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.A_Hull_1926.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.A_Hull_1926.armor.196701 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.A_Hull_1926.maxRepairCost changed in second object (was 27000, is 0)
root.PJSD005_Mutsuki_1926.B_Hull_1939.fuelFee changed in second object (was 2900, is 23000)
root.PJSD005_Mutsuki_1926.B_Hull_1939.armor.65592 changed in second object (was 14.0, is 16.0)
root.PJSD005_Mutsuki_1926.B_Hull_1939.armor.65629 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.B_Hull_1939.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.B_Hull_1939.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.B_Hull_1939.armor.196701 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.B_Hull_1939.maxRepairCost changed in second object (was 27000, is 0)
root.PJSD005_Mutsuki_1926.C_Hull_1942.fuelFee changed in second object (was 2900, is 23000)
root.PJSD005_Mutsuki_1926.C_Hull_1942.armor.65592 changed in second object (was 14.0, is 16.0)
root.PJSD005_Mutsuki_1926.C_Hull_1942.armor.65629 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.C_Hull_1942.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.C_Hull_1942.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.C_Hull_1942.armor.196701 changed in second object (was 12.0, is 16.0)
root.PJSD005_Mutsuki_1926.C_Hull_1942.maxRepairCost changed in second object (was 27000, is 0)
root.PGSC502_Emden_1908.A_Hull.fuelFee changed in second object (was 0, is 2000)
root.PGSC502_Emden_1908.A_Hull.maxRepairCost changed in second object (was 3000, is 0)
root.PRSC104_Svetlana.A_Hull.maxRepairCost changed in second object (was 6500, is 0)
root.PRSC104_Svetlana.A_Hull.fuelFee changed in second object (was 0, is 5000)
root.PRSC104_Svetlana.B_Hull.fuelFee changed in second object (was 0, is 5000)
root.PRSC104_Svetlana.B_Hull.maxRepairCost changed in second object (was 6500, is 0)
root.PBGT047_21in_3tube_TR_Mk_IV_L.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PWSD501_Blyskawica.HullDefault.fuelFee changed in second object (was 2900, is 21850)
root.PWSD501_Blyskawica.HullDefault.armor.65584 changed in second object (was 12.0, is 16.0)
root.PWSD501_Blyskawica.HullDefault.armor.131128 changed in second object (was 12.0, is 16.0)
root.PWSD501_Blyskawica.HullDefault.armor.65629 changed in second object (was 12.0, is 16.0)
root.PWSD501_Blyskawica.HullDefault.armor.131165 changed in second object (was 15.0, is 16.0)
root.PWSD501_Blyskawica.HullDefault.maxRepairCost changed in second object (was 27000, is 0)
root.PRSC110_Pr_66_Moskva.A_Hull.fuelFee changed in second object (was 35000, is 180000)
root.PRSC110_Pr_66_Moskva.A_Hull.maxRepairCost changed in second object (was 220000, is 0)
root.PJAB008_Mitsubishi_B1M.costCR changed in second object (was 220, is 150)
root.PBSC107_Fiji.A_Hull.armor.65584 changed in second object (was 16.0, is 13.0)
root.PBSC107_Fiji.A_Hull.armor.65585 changed in second object (was 16.0, is 13.0)
root.PBSC107_Fiji.A_Hull.armor.65629 changed in second object (was 16.0, is 13.0)
root.PBSC107_Fiji.A_Hull.armor.65630 changed in second object (was 16.0, is 13.0)
root.PBSC107_Fiji.A_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PBSC107_Fiji.A_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PBSC107_Fiji.ShipModernization.ModernizationSlot4.mods[1] changed in second object (was PCM024_Engine_Mod_II, is PCM025_SteeringGear_Mod_II)
root.PBSC107_Fiji.ShipModernization.ModernizationSlot4.mods[2] removed in second object
root.PBSC107_Fiji.AB2_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC107_Fiji.AB2_Torpedoes.HP_BGT_1.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC107_Fiji.AB1_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC107_Fiji.AB1_Torpedoes.HP_BGT_1.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC107_Fiji.B_Hull.armor.65584 changed in second object (was 16.0, is 13.0)
root.PBSC107_Fiji.B_Hull.armor.65585 changed in second object (was 16.0, is 13.0)
root.PBSC107_Fiji.B_Hull.armor.65629 changed in second object (was 16.0, is 13.0)
root.PBSC107_Fiji.B_Hull.armor.65630 changed in second object (was 16.0, is 13.0)
root.PBSC107_Fiji.B_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PBSC107_Fiji.B_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PBSC107_Fiji.ShipAbilities.AbilitySlot2.abils[4][0] changed in second object (was PCY007_SpeedBooster, is PCY006_SmokeGenerator)
root.PBSC107_Fiji.ShipAbilities.AbilitySlot2.abils[4][1] changed in second object (was UK_CL, is UK_Lvl_7)
root.PBSC107_Fiji.ShipAbilities.AbilitySlot2.abils[5][0] changed in second object (was PCY015_SpeedBoosterPremium, is PCY014_SmokeGeneratorPremium)
root.PBSC107_Fiji.ShipAbilities.AbilitySlot2.abils[5][1] changed in second object (was UK_CL_PREM, is UK_Lvl_7_Gold)
root.PBSC107_Fiji.AB_Engine.forwardEngineForsagMaxSpeed changed in second object (was 2.5, is 30.225)
root.PBSC107_Fiji.AB_Engine.backwardEngineForsagMaxSpeed changed in second object (was 2.5, is 5.0)
root.PBSC107_Fiji.AB_Engine.forwardEngineForsag changed in second object (was 2.5, is 1.75)
root.PRSC999_Seal.HullDefault.fuelFee changed in second object (was 0, is 5000)
root.PRSC999_Seal.HullDefault.maxRepairCost changed in second object (was 6500, is 0)
root.PAPA020_Shell_152mm_HE_HC_Mk_34.costCR changed in second object (was 10, is 15)
root.PASB705_Texas_1944.A_Hull.fuelFee changed in second object (was 1500, is 11500)
root.PASB705_Texas_1944.A_Hull.maxRepairCost changed in second object (was 16000, is 0)
root.PASB705_Texas_1944.groupCustom.RU removed in first object
root.PUSC506_Perth_1942.A_Hull.armor.131158 changed in second object (was 16.0, is 13.0)
root.PUSC506_Perth_1942.A_Hull.armor.131139 changed in second object (was 16.0, is 13.0)
root.PUSC506_Perth_1942.A_Hull.armor.65584 changed in second object (was 16.0, is 13.0)
root.PUSC506_Perth_1942.A_Hull.armor.65585 changed in second object (was 16.0, is 13.0)
root.PUSC506_Perth_1942.A_Hull.armor.65603 changed in second object (was 16.0, is 13.0)
root.PUSC506_Perth_1942.A_Hull.armor.65629 changed in second object (was 16.0, is 13.0)
root.PUSC506_Perth_1942.A_Hull.armor.65630 changed in second object (was 16.0, is 13.0)
root.PUSC506_Perth_1942.A_Hull.fuelFee changed in second object (was 3000, is 21850)
root.PUSC506_Perth_1942.A_Hull.maxRepairCost changed in second object (was 26500, is 0)
root.PUSC506_Perth_1942.A1_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PUSC506_Perth_1942.group changed in second object (was special, is demoWithoutStats)
root.PJSD001_Tachibana_1912.A_Hull_1912.fuelFee changed in second object (was 0, is 2000)
root.PJSD001_Tachibana_1912.A_Hull_1912.maxRepairCost changed in second object (was 2500, is 0)
root.PJAF005_Mitsubishi_A5M2.costCR changed in second object (was 320, is 200)
root.PJSC034_Zao_1944.HullDefault.fuelFee changed in second object (was 35000, is 180000)
root.PJSC034_Zao_1944.HullDefault.maxRepairCost changed in second object (was 220000, is 0)
root.PJAD008_Wakusei.costCR changed in second object (was 1700, is 800)
root.PASC045_Marblehead_1924_Asus.HullDefault.fuelFee changed in second object (was 1300, is 11500)
root.PASC045_Marblehead_1924_Asus.HullDefault.maxRepairCost changed in second object (was 13000, is 0)
root.PRSC106_Pr_94_Budeny.A_Hull.fuelFee changed in second object (was 4000, is 23000)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65583 changed in second object (was 30.0, is 20.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65626 changed in second object (was 13.0, is 10.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65584 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65585 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65598 changed in second object (was 30.0, is 20.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65603 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65623 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65625 changed in second object (was 13.0, is 10.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65629 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.A_Hull.armor.65630 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.A_Hull.maxRepairCost changed in second object (was 30000, is 0)
root.PRSC106_Pr_94_Budeny.B_Hull.fuelFee changed in second object (was 4000, is 23000)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65583 changed in second object (was 30.0, is 20.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65626 changed in second object (was 13.0, is 10.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65584 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65585 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65598 changed in second object (was 30.0, is 20.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65603 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65623 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65625 changed in second object (was 13.0, is 10.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65628 changed in second object (was 30.0, is 20.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65629 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.B_Hull.armor.65630 changed in second object (was 19.0, is 13.0)
root.PRSC106_Pr_94_Budeny.B_Hull.maxRepairCost changed in second object (was 30000, is 0)
root.PGSC108_Hipper.A_Hull.fuelFee changed in second object (was 15000, is 75000)
root.PGSC108_Hipper.A_Hull.maxRepairCost changed in second object (was 85000, is 0)
root.PGSC108_Hipper.B_Hull.fuelFee changed in second object (was 15000, is 75000)
root.PGSC108_Hipper.B_Hull.maxRepairCost changed in second object (was 85000, is 0)
root.PGSC108_Hipper.C_Hull.fuelFee changed in second object (was 15000, is 75000)
root.PGSC108_Hipper.C_Hull.maxRepairCost changed in second object (was 85000, is 0)
root.PASC005_Omaha_1923.A_Hull_1923.maxRepairCost changed in second object (was 13000, is 0)
root.PASC005_Omaha_1923.A_Hull_1923.fuelFee changed in second object (was 1300, is 5000)
root.PASC005_Omaha_1923.B_Hull_1938.fuelFee changed in second object (was 1300, is 5000)
root.PASC005_Omaha_1923.B_Hull_1938.maxRepairCost changed in second object (was 13000, is 0)
root.PASC005_Omaha_1923.C_Hull_1944.fuelFee changed in second object (was 1300, is 5000)
root.PASC005_Omaha_1923.C_Hull_1944.maxRepairCost changed in second object (was 13000, is 0)
root.PAAF016_McDonnell_F2H.costCR changed in second object (was 1700, is 800)
root.PAAD001_Curtiss_SB2C.costCR changed in second object (was 800, is 450)
root.PBGT050_21in_4tube_QR_Mk_VII_R.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PASB013_Arkansas_1912.HullDefault.fuelFee changed in second object (was 0, is 5000)
root.PASB013_Arkansas_1912.HullDefault.maxRepairCost changed in second object (was 7000, is 0)
root.PJSA009_Ryujo_1933.A_Hull.fuelFee changed in second object (was 12000, is 23000)
root.PJSA009_Ryujo_1933.A_Hull.armor.131158 changed in second object (was 19.0, is 13.0)
root.PJSA009_Ryujo_1933.A_Hull.armor.262231 changed in second object (was 19.0, is 13.0)
root.PJSA009_Ryujo_1933.A_Hull.maxRepairCost changed in second object (was 26000, is 0)
root.PJSA009_Ryujo_1933.C_Hull.fuelFee changed in second object (was 12000, is 23000)
root.PJSA009_Ryujo_1933.C_Hull.armor.131158 changed in second object (was 19.0, is 13.0)
root.PJSA009_Ryujo_1933.C_Hull.armor.262231 changed in second object (was 19.0, is 13.0)
root.PJSA009_Ryujo_1933.C_Hull.maxRepairCost changed in second object (was 26000, is 0)
root.PJSA009_Ryujo_1933.B_Hull.armor.131158 changed in second object (was 19.0, is 13.0)
root.PJSA009_Ryujo_1933.B_Hull.armor.262231 changed in second object (was 19.0, is 13.0)
root.PJSA009_Ryujo_1933.B_Hull.fuelFee changed in second object (was 12000, is 23000)
root.PJSA009_Ryujo_1933.B_Hull.maxRepairCost changed in second object (was 26000, is 0)
root.PJSD105_Mutsuki.A_Hull_1942.fuelFee changed in second object (was 2900, is 11500)
root.PJSD105_Mutsuki.A_Hull_1942.maxRepairCost changed in second object (was 27000, is 0)
root.PJSD105_Mutsuki.B_Hull_1942.fuelFee changed in second object (was 2900, is 11500)
root.PJSD105_Mutsuki.B_Hull_1942.maxRepairCost changed in second object (was 27000, is 0)
root.PJSB802_False_Ally_Kawachi_1912.B_Hull_1919.fuelFee changed in second object (was 0, is 3000)
root.PJSB802_False_Ally_Kawachi_1912.B_Hull_1919.maxRepairCost changed in second object (was 4500, is 0)
root.PJAF019_Mitsubishi_A6M5_C.costCR changed in second object (was 550, is 350)
root.PJSB008_Ishizuchi_1921.HullDefault.fuelFee changed in second object (was 0, is 5000)
root.PJSB008_Ishizuchi_1921.HullDefault.maxRepairCost changed in second object (was 7000, is 0)
root.PGSC105_Konigsberg.A_Hull.fuelFee changed in second object (was 1300, is 11500)
root.PGSC105_Konigsberg.A_Hull.maxRepairCost changed in second object (was 13000, is 0)
root.PGSC105_Konigsberg.B_Hull.fuelFee changed in second object (was 1300, is 11500)
root.PGSC105_Konigsberg.B_Hull.maxRepairCost changed in second object (was 13000, is 0)
root.PJAF001_A6M2.costCR changed in second object (was 320, is 300)
root.PJSC737_Nachi.A_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PJSC737_Nachi.A_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PJSC737_Nachi.B_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PJSC737_Nachi.B_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PJSC737_Nachi.C_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PJSC737_Nachi.C_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PASD005_Farragut_1944.A_Hull.fuelFee changed in second object (was 2900, is 23000)
root.PASD005_Farragut_1944.A_Hull.armor.65592 changed in second object (was 15.0, is 16.0)
root.PASD005_Farragut_1944.A_Hull.armor.65629 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.A_Hull.armor.65584 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.A_Hull.armor.131128 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.A_Hull.armor.196701 changed in second object (was 13.0, is 16.0)
root.PASD005_Farragut_1944.A_Hull.maxRepairCost changed in second object (was 27000, is 0)
root.PASD005_Farragut_1944.B_Hull.fuelFee changed in second object (was 2900, is 23000)
root.PASD005_Farragut_1944.B_Hull.armor.65592 changed in second object (was 15.0, is 16.0)
root.PASD005_Farragut_1944.B_Hull.armor.65629 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.B_Hull.armor.65584 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.B_Hull.armor.131128 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.B_Hull.armor.196701 changed in second object (was 13.0, is 16.0)
root.PASD005_Farragut_1944.B_Hull.maxRepairCost changed in second object (was 27000, is 0)
root.PASD005_Farragut_1944.C_Hull.fuelFee changed in second object (was 2900, is 23000)
root.PASD005_Farragut_1944.C_Hull.armor.65592 changed in second object (was 15.0, is 16.0)
root.PASD005_Farragut_1944.C_Hull.armor.65629 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.C_Hull.armor.65584 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.C_Hull.armor.131128 changed in second object (was 12.0, is 16.0)
root.PASD005_Farragut_1944.C_Hull.armor.196701 changed in second object (was 13.0, is 16.0)
root.PASD005_Farragut_1944.C_Hull.maxRepairCost changed in second object (was 27000, is 0)
root.PRSC010_Diana_1905_Asus.HullDefault.fuelFee changed in second object (was 0, is 2000)
root.PRSC010_Diana_1905_Asus.HullDefault.maxRepairCost changed in second object (was 3000, is 0)
root.PJSD003_Isokaze_1917.B_Hull_1925.fuelFee changed in second object (was 0, is 5000)
root.PJSD003_Isokaze_1917.B_Hull_1925.maxRepairCost changed in second object (was 6500, is 0)
root.PJSD003_Isokaze_1917.A_Hull_1917.fuelFee changed in second object (was 0, is 5000)
root.PJSD003_Isokaze_1917.A_Hull_1917.maxRepairCost changed in second object (was 6500, is 0)
root.PBPA017_152MM_AP_MK5.bulletDetonator changed in second object (was 0.025, is 0.005)
root.PBPA017_152MM_AP_MK5.alphaDamage changed in second object (was 1600.0, is 3200.0)
root.PGSC107_Yorck.B_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PGSC107_Yorck.B_Hull.armor.65585 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.B_Hull.armor.65584 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.B_Hull.armor.65629 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.B_Hull.armor.65630 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.B_Hull.armor.65637 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.B_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PGSC107_Yorck.C_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PGSC107_Yorck.C_Hull.armor.65585 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.C_Hull.armor.65584 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.C_Hull.armor.65629 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.C_Hull.armor.65630 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.C_Hull.armor.65637 changed in second object (was 19.0, is 16.0)
root.PGSC107_Yorck.C_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PASC006_Atlanta_1942.HullDefault.fuelFee changed in second object (was 6500, is 35700)
root.PASC006_Atlanta_1942.HullDefault.armor.65630 changed in second object (was 16.0, is 13.0)
root.PASC006_Atlanta_1942.HullDefault.armor.65584 changed in second object (was 16.0, is 13.0)
root.PASC006_Atlanta_1942.HullDefault.armor.65585 changed in second object (was 16.0, is 13.0)
root.PASC006_Atlanta_1942.HullDefault.armor.131120 changed in second object (was 16.0, is 13.0)
root.PASC006_Atlanta_1942.HullDefault.armor.65603 changed in second object (was 16.0, is 13.0)
root.PASC006_Atlanta_1942.HullDefault.armor.131165 changed in second object (was 16.0, is 13.0)
root.PASC006_Atlanta_1942.HullDefault.armor.65622 changed in second object (was 16.0, is 13.0)
root.PASC006_Atlanta_1942.HullDefault.armor.65623 changed in second object (was 16.0, is 13.0)
root.PASC006_Atlanta_1942.HullDefault.armor.65629 changed in second object (was 16.0, is 13.0)
root.PASC006_Atlanta_1942.HullDefault.maxRepairCost changed in second object (was 39000, is 0)
root.PJSD209_Yugumo.A_Hull.fuelFee changed in second object (was 21000, is 120000)
root.PJSD209_Yugumo.A_Hull.armor.65592 changed in second object (was 15.0, is 19.0)
root.PJSD209_Yugumo.A_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD209_Yugumo.A_Hull.armor.131128 changed in second object (was 12.0, is 19.0)
root.PJSD209_Yugumo.A_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD209_Yugumo.A_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PJSD209_Yugumo.A_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD209_Yugumo.A_Hull.maxRepairCost changed in second object (was 130000, is 0)
root.PJSD209_Yugumo.ShipModernization.ModernizationSlot6.mods[2] removed in first object
root.PJSD209_Yugumo.B_Hull.fuelFee changed in second object (was 21000, is 120000)
root.PJSD209_Yugumo.B_Hull.armor.65592 changed in second object (was 15.0, is 19.0)
root.PJSD209_Yugumo.B_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD209_Yugumo.B_Hull.armor.131128 changed in second object (was 12.0, is 19.0)
root.PJSD209_Yugumo.B_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD209_Yugumo.B_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PJSD209_Yugumo.B_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD209_Yugumo.B_Hull.maxRepairCost changed in second object (was 130000, is 0)
root.PJSA006_Zuiho_1944.A_Hull_1940.fuelFee changed in second object (was 4000, is 11500)
root.PJSA006_Zuiho_1944.A_Hull_1940.armor.65623 changed in second object (was 16.0, is 15.0)
root.PJSA006_Zuiho_1944.A_Hull_1940.maxRepairCost changed in second object (was 9000, is 0)
root.PJSA006_Zuiho_1944.B_Hull_1942.fuelFee changed in second object (was 4000, is 11500)
root.PJSA006_Zuiho_1944.B_Hull_1942.armor.65623 changed in second object (was 16.0, is 15.0)
root.PJSA006_Zuiho_1944.B_Hull_1942.maxRepairCost changed in second object (was 9000, is 0)
root.PJSA006_Zuiho_1944.C_Hull_1944.fuelFee changed in second object (was 4000, is 11500)
root.PJSA006_Zuiho_1944.C_Hull_1944.armor.65623 changed in second object (was 16.0, is 15.0)
root.PJSA006_Zuiho_1944.C_Hull_1944.maxRepairCost changed in second object (was 9000, is 0)
root.PRSC506_Molotov_1943.A_Hull.fuelFee changed in second object (was 3800, is 21850)
root.PRSC506_Molotov_1943.A_Hull.armor.65583 changed in second object (was 30.0, is 20.0)
