>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PRGM113_149mm60_DrhTr_SK_C25.smokePenalty changed in second object (was 0.0001, is 0.6)
root.PASD027_Wickes_1918.AB1_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.06)
root.PASD027_Wickes_1918.AB1_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.06)
root.PASD027_Wickes_1918.AB1_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.06)
root.PASD027_Wickes_1918.AB1_Artillery.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.06)
root.PGSB110_Grossdeutschland.A1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PGSB110_Grossdeutschland.A1_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PGSB110_Grossdeutschland.A1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PGSB110_Grossdeutschland.A1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PGSB110_Grossdeutschland.A2_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 13.5)
root.PGSB110_Grossdeutschland.A2_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 13.5)
root.PGSB110_Grossdeutschland.A2_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 13.5)
root.PGSB110_Grossdeutschland.A2_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 13.5)
root.PGGM025_105mm_Schnelladegeschutz_L40.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PRSD308_Pr_48.AB1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PRSD308_Pr_48.AB1_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PRSD308_Pr_48.AB1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PASD014_Leader_1919.A1_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD014_Leader_1919.A1_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD014_Leader_1919.A1_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD014_Leader_1919.A1_Artillery.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD014_Leader_1919.A1_Artillery.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD014_Leader_1919.B2_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD014_Leader_1919.B2_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD014_Leader_1919.B2_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD014_Leader_1919.B2_Artillery.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PRGM074_180mm_CM_3_RF.smokePenalty changed in second object (was 0.0001, is 1.05)
root.PRSD001_Gremyashchy_1942.ArtilleryDefault.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD001_Gremyashchy_1942.ArtilleryDefault.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD001_Gremyashchy_1942.ArtilleryDefault.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD001_Gremyashchy_1942.ArtilleryDefault.HP_RGM_4.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PASC004_St_Louis_1906.A1_152_50.HP_AGM_10.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.A1_152_50.HP_AGM_9.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.A1_152_50.HP_AGM_8.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.A1_152_50.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.A1_152_50.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.A1_152_50.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.A1_152_50.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.A1_152_50.HP_AGM_7.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.A1_152_50.HP_AGM_6.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.A1_152_50.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B2_152_50.HP_AGM_11.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B2_152_50.HP_AGM_10.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B2_152_50.HP_AGM_13.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B2_152_50.HP_AGM_12.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B2_152_50.HP_AGM_14.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B2_152_50.HP_AGM_9.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B2_152_50.HP_AGM_8.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B2_152_50.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B2_152_50.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B2_152_50.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B2_152_50.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B2_152_50.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B2_152_50.HP_AGM_7.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B2_152_50.HP_AGM_6.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B1_152_50.HP_AGM_11.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B1_152_50.HP_AGM_10.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B1_152_50.HP_AGM_13.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B1_152_50.HP_AGM_12.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B1_152_50.HP_AGM_14.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B1_152_50.HP_AGM_9.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B1_152_50.HP_AGM_8.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B1_152_50.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B1_152_50.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B1_152_50.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B1_152_50.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B1_152_50.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B1_152_50.HP_AGM_7.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC004_St_Louis_1906.B1_152_50.HP_AGM_6.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSD206_Pr_7.A1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD206_Pr_7.A1_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD206_Pr_7.A1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD206_Pr_7.A1_Artillery.HP_RGM_4.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD206_Pr_7.B1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD206_Pr_7.B1_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD206_Pr_7.B1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD206_Pr_7.B1_Artillery.HP_RGM_4.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PGSD106_Ernst_Gaede.AB1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGSD106_Ernst_Gaede.AB1_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGSD106_Ernst_Gaede.AB1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGSD106_Ernst_Gaede.AB1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGSD106_Ernst_Gaede.AB2_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PGSD106_Ernst_Gaede.AB2_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PGSD106_Ernst_Gaede.AB2_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PGSD106_Ernst_Gaede.AB2_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PGSD103_G_101.AB1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PGSD103_G_101.AB1_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PGSD103_G_101.AB1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PGSD103_G_101.AB1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PCGM004_210mm_Mrs_18.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PRSD507_Leningrad_1944.A1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD507_Leningrad_1944.A1_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD507_Leningrad_1944.A1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD507_Leningrad_1944.A1_Artillery.HP_RGM_4.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD507_Leningrad_1944.A1_Artillery.HP_RGM_5.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PBGM027_4in50_Mk12.smokePenalty changed in second object (was 0.0001, is 0.06)
root.PBGM037_6in45_MK_XII.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PGSD105_T_22.AB1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PGSD105_T_22.AB1_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PGSD105_T_22.AB1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PGSD105_T_22.AB1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PBGM503_15in42_MK2_clean.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PGGM028_210mm45_SK_L45.smokePenalty changed in second object (was 0.0001, is 1.12)
root.PAGM027_6in47_Mk_17.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PFGM040_203_55mm_Mle_1931_Triple.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PJGM006_360mm45_Type_41.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJGM007_360mm45_Type_41.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSD007_Fubuki_1944.B2_127_50.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD007_Fubuki_1944.B2_127_50.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD007_Fubuki_1944.B2_127_50.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD007_Fubuki_1944.A1_127_50.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD007_Fubuki_1944.A1_127_50.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD007_Fubuki_1944.A1_127_50.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD007_Fubuki_1944.C2_127_50.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD007_Fubuki_1944.C2_127_50.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD007_Fubuki_1944.C1_127_50.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD007_Fubuki_1944.C1_127_50.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD007_Fubuki_1944.B1_127_50.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD007_Fubuki_1944.B1_127_50.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD007_Fubuki_1944.B1_127_50.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PBGM057_14in45_BL_MkVII_Twin.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PRGM073_152mm_45_Twin.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PJSC038_Atago_1944.ArtilleryDefault.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC038_Atago_1944.ArtilleryDefault.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC038_Atago_1944.ArtilleryDefault.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC038_Atago_1944.ArtilleryDefault.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC038_Atago_1944.ArtilleryDefault.HP_JGM_5.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PBGM026_4in50_Mk12.smokePenalty changed in second object (was 0.0001, is 0.06)
root.PJGM151_127mm50_Type_C.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PGGM055_406mm52_SK_C34.smokePenalty changed in second object (was 0.0001, is 8.12)
root.PJSD106_Fubuki.AB1_127_50.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD106_Fubuki.AB1_127_50.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PBGM078_16_45_MkII_Rounded.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PAGM079_3in50_Mk22_Mod2.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PASD013_Gearing_1945.ArtilleryDefault.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PASD013_Gearing_1945.ArtilleryDefault.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PASD013_Gearing_1945.ArtilleryDefault.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PGGM006_380mm_SKC_34.smokePenalty changed in second object (was 0.0001, is 6.66)
root.PJGM147_203mm50_Type_E_RF.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJGM084_120mm40_Type_HaGun.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSB018_Yamato_1944.ArtilleryDefault.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 17.73)
root.PJSB018_Yamato_1944.ArtilleryDefault.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 17.73)
root.PJSB018_Yamato_1944.ArtilleryDefault.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 17.73)
root.PAGM098_6in50_MK6.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PJGM116_410mm50_Type3_RF_F removed in second object
root.PASB004_Arkansas_1912.A1_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB004_Arkansas_1912.A1_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB004_Arkansas_1912.A1_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB004_Arkansas_1912.A1_Artillery.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB004_Arkansas_1912.A1_Artillery.HP_AGM_6.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB004_Arkansas_1912.A1_Artillery.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB004_Arkansas_1912.B1_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB004_Arkansas_1912.B1_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB004_Arkansas_1912.B1_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB004_Arkansas_1912.B1_Artillery.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB004_Arkansas_1912.B1_Artillery.HP_AGM_6.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB004_Arkansas_1912.B1_Artillery.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PJSD105_Mutsuki.AB1_120_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD105_Mutsuki.AB1_120_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD105_Mutsuki.B2_120_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD105_Mutsuki.B2_120_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PWGM003_120mm_Bofors_wz34_36_twin.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PRSD106_Pr_30_Ognevoy.AB1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PRSD106_Pr_30_Ognevoy.AB1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PRSC508_Kutuzov_1952.A1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PRSC508_Kutuzov_1952.A1_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PRSC508_Kutuzov_1952.A1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PRSC508_Kutuzov_1952.A1_Artillery.HP_RGM_4.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PGGM057_149mm60_DrhTr_C25.smokePenalty changed in second object (was 0.0001, is 0.6)
root.PJSB708_Hiei_Arpeggio.B1_356_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB708_Hiei_Arpeggio.B1_356_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB708_Hiei_Arpeggio.B1_356_45.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB708_Hiei_Arpeggio.B1_356_45.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB708_Hiei_Arpeggio.C1_356_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB708_Hiei_Arpeggio.C1_356_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB708_Hiei_Arpeggio.C1_356_45.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PJSB708_Hiei_Arpeggio.C1_356_45.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PGSC105_Konigsberg.A1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 0.6)
root.PGSC105_Konigsberg.A1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 0.6)
root.PGSC105_Konigsberg.A1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 0.6)
root.PGSC105_Konigsberg.B1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 0.6)
root.PGSC105_Konigsberg.B1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 0.6)
root.PGSC105_Konigsberg.B1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 0.6)
root.PJGM100_410mm50_RF.smokePenalty changed in second object (was 0.0001, is 12.57)
root.PAGM137_5in38_Mk30_Mod1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PJSD026_Camo_Kamikaze.ArtilleryDefault.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD026_Camo_Kamikaze.ArtilleryDefault.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD026_Camo_Kamikaze.ArtilleryDefault.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD026_Camo_Kamikaze.ArtilleryDefault.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJGM547_5in54_MK16_HSF.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGSC110_Hindenburg.ArtilleryDefault.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 1.53)
