>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PCPA023_140mm_BASIC_MG_AP.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 8.5)
root.PGSB002_Tirpiz_1942.nativePermoflage changed in second object (was PGEP302_Tirpiz_1942, is PCEP107_Permo_Prem_High_lvl)
root.PGSB002_Tirpiz_1942.groupCustom.NA changed in second object (was special, is premium)
root.PGSB002_Tirpiz_1942.groupCustom.CN changed in second object (was special, is premium)
root.PGSB002_Tirpiz_1942.groupCustom.ASIA changed in second object (was special, is premium)
root.PGSB002_Tirpiz_1942.groupCustom.RU changed in second object (was special, is premium)
root.PJPA056_Shell_460mm_AP_APC_Type_91.bulletCapNormalizeMaxAngle changed in second object (was 5.25, is 6.0)
root.PASB008_Colorado_1945.A1_Artillery.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB008_Colorado_1945.A1_Artillery.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB008_Colorado_1945.A1_Artillery.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB008_Colorado_1945.A1_Artillery.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB008_Colorado_1945.B1_Artillery.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB008_Colorado_1945.B1_Artillery.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB008_Colorado_1945.B1_Artillery.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB008_Colorado_1945.B1_Artillery.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB008_Colorado_1945.C1_Artillery.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB008_Colorado_1945.C1_Artillery.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB008_Colorado_1945.C1_Artillery.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB008_Colorado_1945.C1_Artillery.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB110_Grossdeutschland.A1_Artillery.HP_GGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB110_Grossdeutschland.A1_Artillery.HP_GGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB110_Grossdeutschland.A1_Artillery.HP_GGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB110_Grossdeutschland.A1_Artillery.HP_GGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB110_Grossdeutschland.A2_Artillery.HP_GGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB110_Grossdeutschland.A2_Artillery.HP_GGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB110_Grossdeutschland.A2_Artillery.HP_GGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB110_Grossdeutschland.A2_Artillery.HP_GGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGGM025_105mm_Schnelladegeschutz_L40.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD014_Leader_1919.A1_Artillery.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD014_Leader_1919.A1_Artillery.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD014_Leader_1919.A1_Artillery.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD014_Leader_1919.A1_Artillery.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD014_Leader_1919.A1_Artillery.HP_AGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD014_Leader_1919.B2_Artillery.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD014_Leader_1919.B2_Artillery.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD014_Leader_1919.B2_Artillery.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD014_Leader_1919.B2_Artillery.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAPA047_Shell_152mm_HE_HC_Mk_34.alphaDamage changed in second object (was 2200.0, is 1100.0)
root.PAPA047_Shell_152mm_HE_HC_Mk_34.damage changed in second object (was 790.0, is 395.0)
root.PJPA047_Shell_140mm_AP_C_capped.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 8.5)
root.PRGM074_180mm_CM_3_RF.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSD001_Gremyashchy_1942.permoflages[0] changed in second object (was PREP501_Gremyashchy_1942, is PCEP103_Permo_Prem_Low_lvl)
root.PRSD001_Gremyashchy_1942.ArtilleryDefault.HP_RGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSD001_Gremyashchy_1942.ArtilleryDefault.HP_RGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSD001_Gremyashchy_1942.ArtilleryDefault.HP_RGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSD001_Gremyashchy_1942.ArtilleryDefault.HP_RGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSD001_Gremyashchy_1942.nativePermoflage changed in second object (was PREP501_Gremyashchy_1942, is PCEP103_Permo_Prem_Low_lvl)
root.PRPA035_152MM_B35.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 8.5)
root.PAPA037_Shell_203mm_AP_AP_260lbs.bulletCapNormalizeMaxAngle changed in second object (was 5.6, is 7.0)
root.PAPA035_Shell_356mm_AP_AP_Mk_16.bulletCapNormalizeMaxAngle changed in second object (was 5.0, is 6.0)
root.PJGM025_203mm50_Type_E.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJGM049_356mm45_Type41.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJPA060_SHELL_305MM_AP_850LBS.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 6.0)
root.PJPA013_Shell_140mm_AP_C_capped.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 8.5)
root.PJSB013_Amagi_1942.BC1_410_45.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB013_Amagi_1942.BC1_410_45.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB013_Amagi_1942.BC1_410_45.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB013_Amagi_1942.BC1_410_45.HP_JGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB013_Amagi_1942.BC1_410_45.HP_JGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB013_Amagi_1942.A1_410_45.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB013_Amagi_1942.A1_410_45.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB013_Amagi_1942.A1_410_45.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB013_Amagi_1942.A1_410_45.HP_JGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB013_Amagi_1942.A1_410_45.HP_JGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAGM021_8in55_Mk14_Mod2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAPA061_SHELL_152MM_AP_SC_MK_27_MOD_5.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 8.5)
root.PASD021_Fletcher_1943.permoflages[0] changed in second object (was PAEP521_Fletcher_1943, is PCEP119_Permo_Upgr_9_lvl)
root.PASD021_Fletcher_1943.ABC1_Artillery.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD021_Fletcher_1943.ABC1_Artillery.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD021_Fletcher_1943.ABC1_Artillery.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD021_Fletcher_1943.ABC1_Artillery.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD021_Fletcher_1943.ABC1_Artillery.HP_AGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGGM028_210mm45_SK_L45.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGPA007_105MM_AP_PSGR.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 10.0)
root.PCPA031_155mm_BASIC_MG_AP.bulletCapNormalizeMaxAngle changed in second object (was 8.6, is 7.0)
root.PJGM007_360mm45_Type_41.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAW001_DefaultCrew.goldRetrainingPrice removed in second object
root.PAW001_DefaultCrew.baseTrainingHirePrice removed in second object
root.PAW001_DefaultCrew.moneyRetrainingPrice removed in second object
root.PAW001_DefaultCrew.goldTrainingHirePrice removed in second object
root.PAW001_DefaultCrew.moneyTrainingHirePrice removed in second object
root.PAPA039_Shell_356mm_AP_AP_1400lbs.bulletCapNormalizeMaxAngle changed in second object (was 5.0, is 6.0)
root.PCPA029_152mm_BASIC_SG_AP.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 8.5)
root.PAPA043_Shell_127_AP_C_Mk_15.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 10.0)
root.PAGM027_6in47_Mk_17.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRGM073_152mm_45_Twin.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAPA053_356mm_AP_Early_AP_1400lbs.bulletCapNormalizeMaxAngle changed in second object (was 5.25, is 6.0)
root.PJPA005_Shell_410mm_AP_APC_Type_91.bulletCapNormalizeMaxAngle changed in second object (was 5.05, is 6.0)
root.PJSC038_Atago_1944.permoflages[0] changed in second object (was PJEP438_Atago_1944, is PCEP107_Permo_Prem_High_lvl)
root.PJSC038_Atago_1944.ArtilleryDefault.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC038_Atago_1944.ArtilleryDefault.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC038_Atago_1944.ArtilleryDefault.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC038_Atago_1944.ArtilleryDefault.HP_JGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC038_Atago_1944.ArtilleryDefault.HP_JGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC038_Atago_1944.nativePermoflage changed in second object (was PJEP438_Atago_1944, is PCEP107_Permo_Prem_High_lvl)
root.PJSC038_Atago_1944.groupCustom.EU changed in second object (was special, is premium)
root.PJSC038_Atago_1944.groupCustom.NA changed in second object (was special, is premium)
root.PJSC038_Atago_1944.groupCustom.ASIA changed in second object (was special, is premium)
root.PJSC038_Atago_1944.groupCustom.RU changed in second object (was special, is premium)
root.PRPA036_220_AP_B_23.bulletCapNormalizeMaxAngle changed in second object (was 5.0, is 7.0)
root.PGGM055_406mm52_SK_C34.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC014_New_Orlean_1944.permoflages[0] changed in second object (was PAEP414_New_Orlean_1944, is PCEP118_Permo_Upgr_8_lvl)
root.PASC014_New_Orlean_1944.A1_203_55.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC014_New_Orlean_1944.A1_203_55.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC014_New_Orlean_1944.A1_203_55.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC014_New_Orlean_1944.B2_203_55.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC014_New_Orlean_1944.B2_203_55.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC014_New_Orlean_1944.B2_203_55.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC014_New_Orlean_1944.B1_203_55.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC014_New_Orlean_1944.B1_203_55.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC014_New_Orlean_1944.B1_203_55.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAGM079_3in50_Mk22_Mod2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD502_Smith.permoflages[0] changed in second object (was PAEP502_Smith, is PCEP103_Permo_Prem_Low_lvl)
root.PASD502_Smith.A1_Artillery.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD502_Smith.A1_Artillery.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD502_Smith.A1_Artillery.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD502_Smith.A1_Artillery.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD502_Smith.A1_Artillery.HP_AGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD502_Smith.nativePermoflage changed in second object (was PAEP502_Smith, is PCEP103_Permo_Prem_Low_lvl)
root.PJPA043_Shell_152mm_AP_C_Type_4.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 8.5)
root.PASD013_Gearing_1945.ArtilleryDefault.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD013_Gearing_1945.ArtilleryDefault.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD013_Gearing_1945.ArtilleryDefault.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJPA999_Useless_AP_Special.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 8.5)
root.PGGM006_380mm_SKC_34.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJGM147_203mm50_Type_E_RF.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAPA011_Shell_406mm_AP_AP_Mk_8.bulletCapNormalizeMaxAngle changed in second object (was 6.8, is 6.0)
root.PJW101_Eastern_dragon_king.goldRetrainingPrice removed in second object
root.PJW101_Eastern_dragon_king.baseTrainingHirePrice removed in second object
root.PJW101_Eastern_dragon_king.moneyRetrainingPrice removed in second object
root.PJW101_Eastern_dragon_king.goldTrainingHirePrice removed in second object
root.PJW101_Eastern_dragon_king.moneyTrainingHirePrice removed in second object
root.PAPA068_127MM_AP_FLINT.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 10.0)
root.PCPA025_140mm_BASIC_SG_AP.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 8.5)
root.PJSB018_Yamato_1944.ArtilleryDefault.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB018_Yamato_1944.ArtilleryDefault.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB018_Yamato_1944.ArtilleryDefault.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAGM098_6in50_MK6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB004_Arkansas_1912.A1_Artillery.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB004_Arkansas_1912.A1_Artillery.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB004_Arkansas_1912.A1_Artillery.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB004_Arkansas_1912.A1_Artillery.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB004_Arkansas_1912.A1_Artillery.HP_AGM_6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB004_Arkansas_1912.A1_Artillery.HP_AGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB004_Arkansas_1912.B1_Artillery.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB004_Arkansas_1912.B1_Artillery.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB004_Arkansas_1912.B1_Artillery.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB004_Arkansas_1912.B1_Artillery.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB004_Arkansas_1912.B1_Artillery.HP_AGM_6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB004_Arkansas_1912.B1_Artillery.HP_AGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PCBC002.artillery.HP_GUN_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PBW001_DefaultCrew.goldRetrainingPrice removed in second object
root.PBW001_DefaultCrew.baseTrainingHirePrice removed in second object
root.PBW001_DefaultCrew.moneyRetrainingPrice removed in second object
root.PBW001_DefaultCrew.goldTrainingHirePrice removed in second object
root.PBW001_DefaultCrew.moneyTrainingHirePrice removed in second object
root.PWGM003_120mm_Bofors_wz34_36_twin.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSD106_Pr_30_Ognevoy.AB1_Artillery.HP_RGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSD106_Pr_30_Ognevoy.AB1_Artillery.HP_RGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC508_Kutuzov_1952.permoflages[0] changed in second object (was PREP408_Kutuzov_1952, is PCEP107_Permo_Prem_High_lvl)
root.PRSC508_Kutuzov_1952.A1_Artillery.HP_RGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC508_Kutuzov_1952.A1_Artillery.HP_RGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC508_Kutuzov_1952.A1_Artillery.HP_RGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC508_Kutuzov_1952.A1_Artillery.HP_RGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC508_Kutuzov_1952.nativePermoflage changed in second object (was PREP408_Kutuzov_1952, is PCEP107_Permo_Prem_High_lvl)
root.PRSC508_Kutuzov_1952.groupCustom.EU changed in second object (was special, is premium)
root.PRSC508_Kutuzov_1952.groupCustom.NA changed in second object (was special, is premium)
root.PRSC508_Kutuzov_1952.groupCustom.ASIA changed in second object (was special, is premium)
root.PRSC508_Kutuzov_1952.groupCustom.RU changed in second object (was special, is premium)
